date,sales_quantity,promotion_flag,sku_id,product_name,category,brand,price
2022-01-01,2134,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-01-02,2658,1,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-01-03,2018,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-01-04,2183,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-01-05,1941,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-01-06,1865,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-01-07,2174,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-01-08,2189,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-01-09,2071,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-01-10,2559,1,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-01-11,2020,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-01-12,2178,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-01-13,2907,1,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-01-14,2115,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-01-15,2057,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-01-16,2035,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-01-17,1748,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-01-18,1788,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-01-19,2052,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-01-20,2591,1,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-01-21,2028,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-01-22,2310,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-01-23,2111,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-01-24,1998,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-01-25,2113,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-01-26,1932,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-01-27,2031,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-01-28,2105,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-01-29,2234,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-01-30,2104,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-01-31,2244,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-02-01,1711,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-02-02,1675,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-02-03,1626,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-02-04,1781,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-02-05,1842,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-02-06,1868,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-02-07,1627,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-02-08,1609,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-02-09,1763,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-02-10,1775,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-02-11,1763,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-02-12,1840,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-02-13,1830,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-02-14,1897,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-02-15,1683,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-02-16,1617,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-02-17,1649,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-02-18,1625,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-02-19,1881,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-02-20,1713,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-02-21,1800,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-02-22,2085,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-02-23,2036,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-02-24,1885,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-02-25,1842,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-02-26,1903,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-02-27,2049,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-02-28,1987,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-03-01,1992,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-03-02,1794,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-03-03,1920,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-03-04,1914,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-03-05,2165,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-03-06,2010,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-03-07,2072,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-03-08,1806,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-03-09,2053,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-03-10,2005,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-03-11,2044,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-03-12,2142,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-03-13,2143,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-03-14,1985,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-03-15,1893,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-03-16,2154,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-03-17,1947,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-03-18,2034,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-03-19,2248,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-03-20,2077,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-03-21,2095,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-03-22,1972,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-03-23,2006,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-03-24,2006,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-03-25,1916,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-03-26,2064,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-03-27,2143,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-03-28,2000,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-03-29,1966,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-03-30,1947,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-03-31,1932,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-04-01,2100,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-04-02,2075,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-04-03,2106,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-04-04,2041,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-04-05,1914,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-04-06,1945,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-04-07,1778,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-04-08,1985,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-04-09,2064,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-04-10,1950,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-04-11,1632,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-04-12,1806,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-04-13,1726,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-04-14,1715,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-04-15,1784,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-04-16,2018,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-04-17,1943,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-04-18,1766,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-04-19,1780,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-04-20,1779,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-04-21,1956,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-04-22,1748,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-04-23,2058,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-04-24,1956,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-04-25,1828,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-04-26,1899,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-04-27,1887,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-04-28,1799,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-04-29,1757,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-04-30,1969,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-05-01,2347,1,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-05-02,1860,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-05-03,1795,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-05-04,1873,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-05-05,1908,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-05-06,1805,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-05-07,2021,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-05-08,1829,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-05-09,1516,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-05-10,1717,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-05-11,1775,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-05-12,1755,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-05-13,1790,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-05-14,1919,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-05-15,2103,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-05-16,1863,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-05-17,1754,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-05-18,1887,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-05-19,1757,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-05-20,1839,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-05-21,1992,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-05-22,1851,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-05-23,1758,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-05-24,1777,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-05-25,2466,1,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-05-26,1748,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-05-27,2021,1,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-05-28,1773,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-05-29,1968,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-05-30,1839,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-05-31,1782,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-06-01,3545,1,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-06-02,3449,1,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-06-03,3984,1,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-06-04,4301,1,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-06-05,4558,1,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-06-06,4360,1,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-06-07,4658,1,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-06-08,5255,1,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-06-09,5267,1,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-06-10,5598,1,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-06-11,5831,1,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-06-12,6202,1,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-06-13,6445,1,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-06-14,6497,1,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-06-15,6387,1,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-06-16,6816,1,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-06-17,6866,1,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-06-18,7396,1,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-06-19,7317,1,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-06-20,6761,1,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-06-21,1902,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-06-22,1897,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-06-23,1890,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-06-24,1881,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-06-25,2015,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-06-26,1874,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-06-27,1593,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-06-28,1796,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-06-29,1937,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-06-30,1820,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-07-01,1612,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-07-02,1968,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-07-03,2067,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-07-04,1802,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-07-05,1782,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-07-06,1785,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-07-07,1796,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-07-08,1844,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-07-09,2062,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-07-10,1710,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-07-11,1693,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-07-12,1695,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-07-13,1744,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-07-14,1740,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-07-15,1882,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-07-16,1849,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-07-17,1802,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-07-18,1838,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-07-19,1996,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-07-20,1801,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-07-21,1848,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-07-22,1714,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-07-23,1707,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-07-24,1878,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-07-25,1766,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-07-26,1809,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-07-27,1622,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-07-28,1711,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-07-29,1899,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-07-30,1840,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-07-31,1915,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-08-01,1669,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-08-02,1461,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-08-03,1736,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-08-04,1543,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-08-05,1696,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-08-06,1708,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-08-07,1610,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-08-08,1701,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-08-09,1681,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-08-10,1712,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-08-11,1592,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-08-12,1512,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-08-13,1867,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-08-14,1691,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-08-15,1671,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-08-16,1655,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-08-17,1441,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-08-18,1544,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-08-19,1809,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-08-20,1913,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-08-21,1786,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-08-22,1662,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-08-23,1714,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-08-24,1580,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-08-25,1470,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-08-26,1578,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-08-27,1859,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-08-28,1727,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-08-29,1717,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-08-30,1655,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-08-31,1556,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-09-01,1721,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-09-02,1537,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-09-03,1825,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-09-04,1799,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-09-05,1604,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-09-06,1698,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-09-07,1655,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-09-08,1531,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-09-09,1533,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-09-10,3859,1,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-09-11,3586,1,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-09-12,3423,1,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-09-13,3267,1,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-09-14,3248,1,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-09-15,3229,1,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-09-16,3627,1,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-09-17,3613,1,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-09-18,3863,1,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-09-19,3614,1,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-09-20,3302,1,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-09-21,3949,1,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-09-22,3785,1,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-09-23,3582,1,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-09-24,4009,1,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-09-25,3653,1,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-09-26,1628,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-09-27,1590,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-09-28,1621,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-09-29,1717,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-09-30,1683,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-10-01,1712,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-10-02,1699,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-10-03,1486,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-10-04,1558,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-10-05,1685,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-10-06,1503,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-10-07,1478,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-10-08,1720,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-10-09,1572,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-10-10,1431,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-10-11,1450,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-10-12,1420,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-10-13,1428,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-10-14,1540,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-10-15,1489,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-10-16,1488,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-10-17,1456,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-10-18,1614,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-10-19,1539,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-10-20,1528,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-10-21,1544,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-10-22,1555,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-10-23,1638,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-10-24,1619,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-10-25,1491,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-10-26,1640,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-10-27,1532,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-10-28,1659,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-10-29,1893,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-10-30,1702,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-10-31,1529,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-11-01,4238,1,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-11-02,4279,1,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-11-03,4384,1,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-11-04,4914,1,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-11-05,5606,1,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-11-06,5649,1,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-11-07,5746,1,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-11-08,6266,1,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-11-09,6653,1,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-11-10,6841,1,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-11-11,7135,1,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-11-12,6933,1,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-11-13,7003,1,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-11-14,6105,1,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-11-15,6111,1,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-11-16,1485,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-11-17,1698,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-11-18,1592,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-11-19,1801,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-11-20,1858,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-11-21,1791,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-11-22,2011,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-11-23,1978,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-11-24,1787,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-11-25,1853,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
2022-11-26,1961,0,100251183595,Apple iPhone,手机通讯,Apple,8999元
